,ts,depth,p,dt,Toptode,O2Concentration,AirSaturation,SNoptode,Tec,Conductivity,Salinity,SNec,Chlorophyll,Turbidity,pW,station,SA,rho,Z,O2Comp,lat,lon,Year,Month,Day,Hour,Minute,Second
11,18.07.2018 14:15,1.66557105,121.078,19.07.2018 00:15,28.856,294.833,122.514,829,29.21,61.774,37.948,1413,317,568,16.731,22,38.12717243,1024.214813,1.665874235,239.0305013,21.88645,-159.52735,2018,7,18,14,15,0
12,18.07.2018 14:19,1.6885671,121.309,19.07.2018 00:19,26.107,30.127,11.919,829,26.108,61.506,40.355,1413,404,528,16.962,22,40.54553711,1027.051417,1.688833172,23.99653485,21.88645,-159.52735,2018,7,18,14,19,0
13,18.07.2018 14:15,2.0630742,125.071,19.07.2018 00:15,28.765,294.675,122.253,829,29.101,61.534,37.868,1413,335,574,20.724,22,38.04679413,1024.193367,2.062739773,238.9792211,21.88645,-159.52735,2018,7,18,14,15,0
14,18.07.2018 14:15,2.3836252,128.291,19.07.2018 00:15,28.657,296.916,122.951,829,28.992,61.52,37.945,1413,367,566,23.944,22,38.12415721,1024.28949,2.383207667,240.6582203,21.88645,-159.52735,2018,7,18,14,15,0
15,18.07.2018 14:15,2.7981514,132.455,19.07.2018 00:15,28.565,295.882,122.324,829,28.883,61.402,37.949,1413,370,565,28.108,22,38.12817548,1024.331072,2.797598541,239.7854402,21.88645,-159.52735,2018,7,18,14,15,0
16,18.07.2018 14:15,3.082068,135.307,19.07.2018 00:15,28.476,294.015,121.362,829,28.771,61.34,37.995,1413,390,567,30.96,22,38.17439225,1024.404599,3.081406507,238.1824655,21.88645,-159.52735,2018,7,18,14,15,0
17,18.07.2018 14:15,3.17893015,136.28,19.07.2018 00:15,28.379,289.84,119.434,829,28.665,61.34,38.08,1413,410,580,31.933,22,38.25979343,1024.504561,3.178223396,234.6565553,21.88645,-159.52735,2018,7,18,14,15,0
18,18.07.2018 14:16,3.62770155,140.788,19.07.2018 00:16,28.063,250.177,102.515,829,28.33,61.235,38.277,1413,387,596,36.441,22,38.45772289,1024.766805,3.626705824,202.2310218,21.88645,-159.52735,2018,7,18,14,16,0
19,18.07.2018 14:15,3.6604535,141.117,19.07.2018 00:15,28.294,284.668,117.127,829,28.573,61.243,38.086,1413,407,579,36.77,22,38.26582105,1024.542001,3.659436086,230.4360228,21.88645,-159.52735,2018,7,18,14,15,0
20,18.07.2018 14:16,3.7016672,141.531,19.07.2018 00:16,28.11,256.392,105.151,829,28.354,61.254,38.27,1413,411,581,37.184,22,38.45068973,1024.753846,3.700622755,207.2780993,21.88645,-159.52735,2018,7,18,14,16,0
21,18.07.2018 14:16,3.7367088,141.883,19.07.2018 00:16,28.223,276.72,113.715,829,28.499,61.315,38.196,1413,430,590,37.536,22,38.37634029,1024.649855,3.73563953,223.8422363,21.88645,-159.52735,2018,7,18,14,16,0
22,18.07.2018 14:16,3.97791845,144.306,19.07.2018 00:16,28.167,265.614,109.042,829,28.425,61.282,38.233,1413,421,576,39.959,22,38.41351463,1024.703476,3.976684215,214.7979664,21.88645,-159.52735,2018,7,18,14,16,0
23,18.07.2018 14:16,4.2083767,146.621,19.07.2018 00:16,28.029,246.454,100.931,829,28.234,61.304,38.403,1413,409,579,42.274,22,38.58431693,1024.896115,4.206957185,199.0754982,21.88645,-159.52735,2018,7,18,14,16,0
24,18.07.2018 14:17,4.4034947,148.581,19.07.2018 00:17,27.613,66.155,26.893,829,27.798,61.213,38.697,1413,422,573,44.234,22,38.87970473,1025.262907,4.401865122,53.31655954,21.88645,-159.52735,2018,7,18,14,17,0
25,18.07.2018 14:19,4.4397309,148.945,19.07.2018 00:19,25.52,9.072,3.551,829,25.809,61.252,40.43,1413,551,1347,44.598,22,40.62088689,1027.215192,4.438021443,7.216621203,21.88645,-159.52735,2018,7,18,14,19,0
26,18.07.2018 14:16,4.6179254,150.735,19.07.2018 00:16,27.973,217.233,88.875,829,28.193,61.267,38.41,1413,428,569,46.388,22,38.59134936,1024.916788,4.615853182,175.4526354,21.88645,-159.52735,2018,7,18,14,16,0
27,18.07.2018 14:16,4.7666531,152.229,19.07.2018 00:16,27.907,187,76.416,829,28.104,61.253,38.473,1413,452,560,47.882,22,38.65464659,1024.994439,4.764438717,150.9670671,21.88645,-159.52735,2018,7,18,14,16,0
28,18.07.2018 14:17,4.822202,152.787,19.07.2018 00:17,27.648,74.63,30.357,829,27.84,61.178,38.636,1413,451,590,48.44,22,38.81841609,1025.204883,4.819926721,60.17134052,21.88645,-159.52735,2018,7,18,14,17,0
29,18.07.2018 14:16,4.86291795,153.196,19.07.2018 00:16,27.846,158.541,64.716,829,28.054,61.254,38.515,1413,436,563,48.849,22,38.69684474,1025.043073,4.860597071,127.9504732,21.88645,-159.52735,2018,7,18,14,16,0
30,18.07.2018 14:17,4.9219511,153.789,19.07.2018 00:17,27.595,63.323,25.733,829,27.758,61.199,38.719,1413,442,572,49.442,22,38.90180782,1025.294905,4.919561519,51.0273386,21.88645,-159.52735,2018,7,18,14,17,0
31,18.07.2018 14:17,5.02598085,154.834,19.07.2018 00:17,27.688,84.101,34.234,829,27.872,61.22,38.64,1413,492,585,50.487,22,38.82243467,1025.198191,5.023462337,67.81051041,21.88645,-159.52735,2018,7,18,14,17,0
32,18.07.2018 14:16,5.1170691,155.749,19.07.2018 00:16,27.789,136.51,55.667,829,27.993,61.198,38.525,1413,484,594,51.402,22,38.70689158,1025.071922,5.114447589,110.1556098,21.88645,-159.52735,2018,7,18,14,16,0
33,18.07.2018 14:17,5.1515134,156.095,19.07.2018 00:17,27.733,103.092,41.998,829,27.936,61.206,38.578,1413,468,589,51.748,22,38.76014176,1025.130861,5.148854071,83.15768891,21.88645,-159.52735,2018,7,18,14,17,0
34,18.07.2018 14:17,5.3647495,158.237,19.07.2018 00:17,27.568,54.222,22.024,829,27.732,61.166,38.717,1413,476,602,53.89,22,38.89979771,1025.303873,5.361831955,43.69282076,21.88645,-159.52735,2018,7,18,14,17,0
35,18.07.2018 14:17,5.85841795,163.196,19.07.2018 00:17,27.536,40.823,16.572,829,27.695,67.74,43.515,1413,508,654,58.849,22,43.72045006,1028.936692,5.853990641,32.02530943,21.88645,-159.52735,2018,7,18,14,17,0
36,18.07.2018 14:17,6.2204813,166.833,19.07.2018 00:17,27.403,28.845,11.682,829,27.606,78.432,51.58,1413,1322,2214,62.486,22,51.82352712,1035.068304,6.213241138,21.62690227,21.88645,-159.52735,2018,7,18,14,17,0
37,18.07.2018 14:17,6.2447715,167.077,19.07.2018 00:17,27.198,26.982,10.888,829,27.43,78.027,51.47,1413,557,1635,62.73,22,51.71300772,1035.045383,6.237271296,20.23409055,21.88645,-159.52735,2018,7,18,14,17,0
38,18.07.2018 14:18,6.3152529,167.785,19.07.2018 00:18,26.972,24.927,10.018,829,27.238,78.183,51.803,1413,380,1461,63.438,22,52.04757979,1035.363678,6.3069882,18.64959326,21.88645,-159.52735,2018,7,18,14,18,0
39,18.07.2018 14:18,6.3875262,168.511,19.07.2018 00:18,26.727,22.253,8.904,829,27.02,77.993,51.906,1413,371,1342,64.164,22,52.15106594,1035.516298,6.378461311,16.63099194,21.88645,-159.52735,2018,7,18,14,18,0
40,18.07.2018 14:18,6.5059907,169.701,19.07.2018 00:18,26.499,19.609,7.813,829,26.826,77.699,51.9,1413,341,980,65.354,22,52.14503737,1035.578021,6.49560208,14.64859192,21.88645,-159.52735,2018,7,18,14,18,0
41,18.07.2018 14:18,6.57557615,170.4,19.07.2018 00:18,25.524,11.267,4.411,829,25.865,77.174,52.6,1413,321,693,66.053,22,52.84834216,1036.432102,6.564379577,8.366474979,21.88645,-159.52735,2018,7,18,14,18,0
42,18.07.2018 14:18,6.8233561,172.889,19.07.2018 00:18,26.27,17.124,6.795,829,26.627,77.216,51.753,1413,321,746,68.542,22,51.9973427,1035.535008,6.809287654,12.79683879,21.88645,-159.52735,2018,7,18,14,18,0
43,18.07.2018 14:18,7.13902915,176.06,19.07.2018 00:18,26.025,14.903,5.887,829,26.392,76.768,51.673,1413,315,689,71.713,22,51.91696435,1035.554571,7.121434066,11.13653552,21.88645,-159.52735,2018,7,18,14,18,0
44,18.07.2018 14:18,7.2072209,176.745,19.07.2018 00:18,25.798,13.069,5.142,829,26.16,72.722,48.8,1413,320,679,72.398,22,49.0303999,1033.452144,7.188931942,9.921235737,21.88645,-159.52735,2018,7,18,14,18,0
45,18.07.2018 14:18,7.2135921,176.809,19.07.2018 00:18,25.627,12.188,4.78,829,25.985,72.431,48.764,1413,339,750,72.462,22,48.99422992,1033.482517,7.195244629,9.251193453,21.88645,-159.52735,2018,7,18,14,18,0
46,18.07.2018 21:45,0.02478795,104.596,19.07.2018 07:45,25.772,281.472,110.685,829,25.972,61.816,40.707,1413,184,474,0.249,23,40.89920172,1027.353805,0.024706449,223.6163944,21.88645,-159.52735,2018,7,18,21,45,0
47,18.07.2018 21:59,0.0760562,105.111,19.07.2018 07:59,27.948,199.664,81.65,829,27.593,62.037,39.46,1413,295,543,0.764,23,39.64631382,1025.886903,0.075842663,160.2935235,21.88645,-159.52735,2018,7,18,21,59,0
48,18.07.2018 21:59,0.1467367,105.821,19.07.2018 07:59,28.113,218.625,89.667,829,27.814,62.03,39.268,1413,301,562,1.474,23,39.45340717,1025.669527,0.146398976,175.7484419,21.88645,-159.52735,2018,7,18,21,59,0
49,18.07.2018 21:59,0.1550989,105.905,19.07.2018 07:59,28.232,236.339,97.135,829,27.97,62.035,39.142,1413,300,546,1.558,23,39.32681224,1025.522938,0.154747964,190.1562362,21.88645,-159.52735,2018,7,18,21,59,0
50,18.07.2018 21:45,0.1618683,105.973,19.07.2018 07:45,26.391,281.585,111.983,829,26.407,61.806,40.314,1413,284,517,1.626,23,40.50434592,1026.917982,0.161502561,224.4300515,21.88645,-159.52735,2018,7,18,21,45,0
51,18.07.2018 21:45,0.19043915,106.26,19.07.2018 07:45,26.975,283.768,114.046,829,26.842,61.797,39.928,1413,282,528,1.913,23,40.11652335,1026.486032,0.18999755,226.8731826,21.88645,-159.52735,2018,7,18,21,45,0
52,18.07.2018 21:45,0.1957153,106.313,19.07.2018 07:45,27.461,284.539,115.355,829,27.207,61.815,39.627,1413,283,540,1.966,23,39.81410214,1026.140039,0.195261685,228.0477878,21.88645,-159.52735,2018,7,18,21,45,0
53,18.07.2018 21:45,0.21771585,106.534,19.07.2018 07:45,27.792,286.434,116.81,829,27.51,61.854,39.399,1413,282,541,2.187,23,39.58502559,1025.868854,0.217218737,229.9774729,21.88645,-159.52735,2018,7,18,21,45,0
54,18.07.2018 21:45,0.7482178,111.863,19.07.2018 07:45,28.017,288.285,118.036,829,27.747,61.88,39.217,1413,275,526,7.516,23,39.40216545,1025.655834,0.746796775,231.7827694,21.88645,-159.52735,2018,7,18,21,45,0
55,18.07.2018 21:58,0.87793145,113.166,19.07.2018 07:58,27.679,162.756,66.24,829,27.3,62.075,39.736,1413,296,532,8.819,23,39.92361574,1026.194731,0.87626396,130.411131,21.88645,-159.52735,2018,7,18,21,58,0
56,18.07.2018 21:46,0.96473905,114.038,19.07.2018 07:46,28.182,289.328,118.809,829,27.945,61.893,39.061,1413,280,527,9.691,23,39.24542856,1025.473692,0.962914316,232.8837402,21.88645,-159.52735,2018,7,18,21,46,0
57,18.07.2018 21:46,1.0566237,114.961,19.07.2018 07:46,28.277,289.732,119.175,829,28.072,61.88,38.947,1413,283,536,10.614,23,39.13089016,1025.346056,1.05467047,233.3911647,21.88645,-159.52735,2018,7,18,21,46,0
58,18.07.2018 21:46,1.0745427,115.141,19.07.2018 07:46,28.407,290.728,119.859,829,28.231,61.884,38.818,1413,277,537,10.794,23,39.00128105,1025.196064,1.072566833,234.4076338,21.88645,-159.52735,2018,7,18,21,46,0
59,18.07.2018 21:46,1.07842515,115.18,19.07.2018 07:46,28.348,290.382,119.591,829,28.167,61.885,38.872,1413,292,540,10.833,23,39.05553601,1025.258064,1.076444545,234.0376056,21.88645,-159.52735,2018,7,18,21,46,0
60,18.07.2018 21:46,1.58214815,120.24,19.07.2018 07:46,28.447,291.67,120.332,829,28.331,61.905,38.75,1413,276,532,15.893,23,38.93295922,1025.113671,1.579573024,235.2739478,21.88645,-159.52735,2018,7,18,21,46,0
61,18.07.2018 21:46,1.79558335,122.384,19.07.2018 07:46,28.476,292.811,120.864,829,28.357,61.935,38.75,1413,283,529,18.037,23,38.9329589,1025.105895,1.792772138,236.2062987,21.88645,-159.52735,2018,7,18,21,46,0
62,18.07.2018 21:58,1.8181812,122.611,19.07.2018 07:58,27.296,125.038,50.543,829,26.925,62.066,40.053,1413,301,531,18.264,23,40.24211101,1026.560384,1.815329087,99.95439129,21.88645,-159.52735,2018,7,18,21,58,0
63,18.07.2018 21:46,1.85591065,122.99,19.07.2018 07:46,28.498,294.13,121.455,829,28.399,61.924,38.708,1413,288,534,18.643,23,38.89076051,1025.060498,1.852991081,237.3339213,21.88645,-159.52735,2018,7,18,21,46,0
64,18.07.2018 21:46,1.91504335,123.584,19.07.2018 07:46,28.513,294.174,121.507,829,28.425,61.85,38.634,1413,285,535,19.237,23,38.81641102,1024.996363,1.912063061,237.4726485,21.88645,-159.52735,2018,7,18,21,46,0
65,18.07.2018 21:47,2.18163825,126.262,19.07.2018 07:47,28.509,293.2,121.095,829,28.438,61.823,38.605,1413,308,545,21.915,23,38.7872737,1024.971331,2.178395793,236.7250443,21.88645,-159.52735,2018,7,18,21,47,0
66,18.07.2018 21:47,2.1970685,126.417,19.07.2018 07:47,28.498,292.594,120.822,829,28.436,61.814,38.6,1413,314,545,22.07,23,38.78225007,1024.968305,2.19381108,236.2385263,21.88645,-159.52735,2018,7,18,21,47,0
67,18.07.2018 21:47,2.46416115,129.1,19.07.2018 07:47,28.484,291.473,120.329,829,28.443,61.8,38.584,1413,296,534,24.753,23,38.76617412,1024.955066,2.460646842,235.3513811,21.88645,-159.52735,2018,7,18,21,47,0
68,18.07.2018 21:47,2.5881009,130.345,19.07.2018 07:47,28.471,290.306,119.819,829,28.418,61.727,38.553,1413,305,541,25.998,23,38.73502757,1024.940636,2.584469059,234.4457313,21.88645,-159.52735,2018,7,18,21,47,0
69,18.07.2018 21:47,2.6052235,130.517,19.07.2018 07:47,28.452,290.203,119.737,829,28.422,61.72,38.545,1413,296,537,26.17,23,38.72698977,1024.933352,2.601575603,234.3663843,21.88645,-159.52735,2018,7,18,21,47,0
70,18.07.2018 21:47,2.71204065,131.59,19.07.2018 07:47,28.408,296.136,122.091,829,28.385,61.649,38.525,1413,309,536,27.243,23,38.70689518,1024.931133,2.708293082,239.1693796,21.88645,-159.52735,2018,7,18,21,47,0
71,18.07.2018 21:47,2.72597765,131.73,19.07.2018 07:47,28.429,292.238,120.527,829,28.399,61.652,38.516,1413,311,539,27.383,23,38.69785267,1024.91974,2.72221717,236.0405631,21.88645,-159.52735,2018,7,18,21,47,0
72,18.07.2018 21:47,2.81477625,132.622,19.07.2018 07:47,28.391,298.303,122.947,829,28.372,61.635,38.525,1413,313,537,28.275,23,38.70689503,1024.935918,2.810933294,240.91416,21.88645,-159.52735,2018,7,18,21,47,0
73,18.07.2018 21:47,2.87609905,133.238,19.07.2018 07:47,28.376,300.118,123.664,829,28.367,61.625,38.522,1413,318,539,28.891,23,38.70388077,1024.935594,2.872198664,242.3790281,21.88645,-159.52735,2018,7,18,21,47,0
74,18.07.2018 21:48,2.95633635,134.044,19.07.2018 07:48,28.303,295.761,121.711,829,28.338,61.691,38.593,1413,301,550,29.697,23,38.77521588,1024.999058,2.952358352,238.7405164,21.88645,-159.52735,2018,7,18,21,48,0
75,18.07.2018 21:48,2.97186615,134.2,19.07.2018 07:48,28.365,301.296,124.124,829,28.356,61.615,38.524,1413,321,540,29.853,23,38.70589007,1024.941185,2.967873087,243.3244186,21.88645,-159.52735,2018,7,18,21,48,0
76,18.07.2018 21:48,2.9843099,134.325,19.07.2018 07:48,28.357,301.653,124.253,829,28.346,61.647,38.555,1413,304,542,29.978,23,38.73703642,1024.967908,2.980304956,243.5679864,21.88645,-159.52735,2018,7,18,21,48,0
77,18.07.2018 21:48,2.99097975,134.392,19.07.2018 07:48,28.318,294.607,121.269,829,28.336,61.667,38.577,1413,310,542,30.045,23,38.75914028,1024.987833,2.986968285,237.8357667,21.88645,-159.52735,2018,7,18,21,48,0
78,18.07.2018 21:48,3.0440399,134.925,19.07.2018 07:48,28.295,297.657,122.473,829,28.328,61.595,38.533,1413,315,548,30.578,23,38.71493246,1024.957618,3.039976832,240.3488171,21.88645,-159.52735,2018,7,18,21,48,0
79,18.07.2018 21:48,3.1268655,135.757,19.07.2018 07:48,28.297,298.462,122.81,829,28.336,61.588,38.522,1413,315,547,31.41,23,38.7038804,1024.947024,3.122723526,241.0149165,21.88645,-159.52735,2018,7,18,21,48,0
80,18.07.2018 21:48,3.1376169,135.865,19.07.2018 07:48,28.307,299.365,123.202,829,28.336,61.569,38.508,1413,317,542,31.518,23,38.68981428,1024.936534,3.133464794,241.766623,21.88645,-159.52735,2018,7,18,21,48,0
81,18.07.2018 21:48,3.18868605,136.378,19.07.2018 07:48,28.348,299.811,123.476,829,28.338,61.576,38.511,1413,327,544,32.031,23,38.69282837,1024.938343,3.184486033,242.13811,21.88645,-159.52735,2018,7,18,21,48,0
82,18.07.2018 21:48,3.189582,136.387,19.07.2018 07:48,28.328,299.155,123.162,829,28.336,61.531,38.481,1413,325,546,32.04,23,38.66268672,1024.916438,3.185381152,241.6412776,21.88645,-159.52735,2018,7,18,21,48,0
83,18.07.2018 21:58,3.2887338,137.383,19.07.2018 07:58,26.797,68.387,27.397,829,26.485,61.925,40.333,1413,327,518,33.036,23,40.52343072,1026.920621,3.284345295,54.54144217,21.88645,-159.52735,2018,7,18,21,58,0
84,18.07.2018 21:49,3.3361196,137.859,19.07.2018 07:49,28.318,295.037,121.445,829,28.339,61.513,38.466,1413,324,544,33.512,23,38.64761568,1024.904776,3.331641682,238.3323648,21.88645,-159.52735,2018,7,18,21,49,0
85,18.07.2018 21:49,3.4048091,138.549,19.07.2018 07:49,28.287,296.875,122.134,829,28.305,61.379,38.399,1413,340,548,34.202,23,38.58029924,1024.865996,3.400270225,239.8956974,21.88645,-159.52735,2018,7,18,21,49,0
86,18.07.2018 21:49,3.4064019,138.565,19.07.2018 07:49,28.3,296.58,122.042,829,28.331,61.539,38.491,1413,350,545,34.218,23,38.67273361,1024.926561,3.401861595,239.5396168,21.88645,-159.52735,2018,7,18,21,49,0
87,18.07.2018 21:50,3.74397595,141.956,19.07.2018 07:50,27.952,222.968,91.187,829,27.993,61.31,38.605,1413,310,547,37.609,23,38.78727135,1025.126274,3.739089673,179.8785316,21.88645,-159.52735,2018,7,18,21,50,0
88,18.07.2018 21:49,3.7617954,142.135,19.07.2018 07:49,28.25,292.535,120.27,829,28.238,61.358,38.439,1413,308,540,37.788,23,38.62048757,1024.919964,3.756890918,236.3257493,21.88645,-159.52735,2018,7,18,21,49,0
89,18.07.2018 21:49,3.7625918,142.143,19.07.2018 07:49,28.113,274.634,112.637,829,28.152,61.344,38.499,1413,348,544,37.796,23,38.68077085,1024.993754,3.757686556,221.7446476,21.88645,-159.52735,2018,7,18,21,49,0
90,18.07.2018 21:49,3.7765288,142.283,19.07.2018 07:49,28.205,286.31,117.618,829,28.206,61.351,38.459,1413,335,540,37.936,23,38.64058197,1024.945737,3.771610042,231.2556176,21.88645,-159.52735,2018,7,18,21,49,0
91,18.07.2018 21:49,3.7797144,142.315,19.07.2018 07:49,28.17,281.803,115.695,829,28.175,61.37,38.498,1413,347,542,37.968,23,38.6797661,1024.985424,3.774792566,227.5539758,21.88645,-159.52735,2018,7,18,21,49,0
92,18.07.2018 21:50,3.78080945,142.326,19.07.2018 07:50,27.961,224.778,91.942,829,28.008,61.305,38.589,1413,307,545,37.979,23,38.77119575,1025.109411,3.775886471,181.3575784,21.88645,-159.52735,2018,7,18,21,50,0
93,18.07.2018 21:49,3.78718065,142.39,19.07.2018 07:49,28.127,277.32,113.767,829,28.157,61.419,38.548,1413,345,542,38.043,23,38.73000216,1025.029082,3.782250875,223.8572947,21.88645,-159.52735,2018,7,18,21,49,0
94,18.07.2018 21:49,3.79434825,142.462,19.07.2018 07:49,28.147,279.407,114.664,829,28.164,61.367,38.506,1413,346,543,38.115,23,38.68780385,1024.995168,3.789411229,225.6014758,21.88645,-159.52735,2018,7,18,21,49,0
95,18.07.2018 21:50,3.82640335,142.784,19.07.2018 07:50,27.98,230.156,94.173,829,28.032,61.311,38.574,1413,318,543,38.437,23,38.75612486,1025.090351,3.821432966,185.7178261,21.88645,-159.52735,2018,7,18,21,50,0
96,18.07.2018 21:50,3.85467555,143.068,19.07.2018 07:50,28.014,241.85,99.018,829,28.065,61.332,38.561,1413,335,555,38.721,23,38.74306344,1025.069732,3.849674713,195.1783013,21.88645,-159.52735,2018,7,18,21,50,0
97,18.07.2018 21:50,3.8794635,143.317,19.07.2018 07:50,27.941,217.147,88.789,829,27.986,61.324,38.62,1413,327,544,38.97,23,38.80234197,1025.14047,3.874435357,175.1656797,21.88645,-159.52735,2018,7,18,21,50,0
98,18.07.2018 21:50,3.9025591,143.549,19.07.2018 07:50,28.065,255.255,104.601,829,28.121,61.353,38.531,1413,353,548,39.202,23,38.71292173,1025.028749,3.897505977,206.0470103,21.88645,-159.52735,2018,7,18,21,50,0
99,18.07.2018 21:50,4.13162365,145.85,19.07.2018 07:50,27.922,204.506,83.592,829,27.96,61.333,38.648,1413,336,544,41.503,23,38.83047379,1025.171252,4.126319338,164.9394527,21.88645,-159.52735,2018,7,18,21,50,0
100,18.07.2018 21:50,4.19414105,146.478,19.07.2018 07:50,27.903,193.412,79.03,829,27.934,61.338,38.673,1413,348,548,42.131,23,38.85559173,1025.198959,4.188762998,155.9659541,21.88645,-159.52735,2018,7,18,21,50,0
101,18.07.2018 21:50,4.2264948,146.803,19.07.2018 07:50,27.886,186.087,76.015,829,27.937,61.335,38.669,1413,381,555,42.456,23,38.8515728,1025.195092,4.22107821,150.0587525,21.88645,-159.52735,2018,7,18,21,50,0
102,18.07.2018 21:51,4.4050875,148.597,19.07.2018 07:51,27.869,175.8,71.792,829,27.919,61.335,38.684,1413,352,544,44.25,23,38.86664335,1025.213114,4.399456952,141.7487254,21.88645,-159.52735,2018,7,18,21,51,0
103,18.07.2018 21:51,4.4528715,149.077,19.07.2018 07:51,27.802,146.587,59.79,829,27.842,61.324,38.739,1413,383,561,44.73,23,38.92190296,1025.280216,4.447181724,118.1460128,21.88645,-159.52735,2018,7,18,21,51,0
104,18.07.2018 21:51,4.4713878,149.263,19.07.2018 07:51,27.852,168.464,68.774,829,27.893,61.32,38.695,1413,381,539,44.916,23,38.87769519,1025.230288,4.465674918,135.8221157,21.88645,-159.52735,2018,7,18,21,51,0
105,18.07.2018 21:51,4.4721842,149.271,19.07.2018 07:51,27.814,152.754,62.319,829,27.852,61.324,38.731,1413,380,548,44.924,23,38.91386516,1025.270967,4.466470328,123.1242992,21.88645,-159.52735,2018,7,18,21,51,0
106,18.07.2018 21:51,4.4749716,149.299,19.07.2018 07:51,27.831,160.041,65.312,829,27.875,61.32,38.709,1413,380,538,44.952,23,38.89176128,1025.246803,4.46925424,129.0170016,21.88645,-159.52735,2018,7,18,21,51,0
107,18.07.2018 21:58,4.56705535,150.224,19.07.2018 07:58,26.307,22.427,8.905,829,26.056,61.466,40.371,1413,342,509,45.877,23,40.56160813,1027.092481,4.561141207,17.86922725,21.88645,-159.52735,2018,7,18,21,58,0
108,18.07.2018 21:52,4.57263015,150.28,19.07.2018 07:52,27.756,118.179,48.164,829,27.793,61.311,38.771,1413,341,546,45.933,23,38.95405386,1025.321024,4.566703892,95.22646978,21.88645,-159.52735,2018,7,18,21,52,0
109,18.07.2018 21:51,4.5870649,150.425,19.07.2018 07:51,27.792,140.36,57.24,829,27.832,61.314,38.74,1413,354,543,46.078,23,38.92290748,1025.28485,4.581119959,113.1253164,21.88645,-159.52735,2018,7,18,21,51,0
110,18.07.2018 21:52,4.62340065,150.79,19.07.2018 07:52,27.751,114.461,46.644,829,27.788,61.312,38.776,1413,340,537,46.443,23,38.95907739,1025.326659,4.61740858,92.22745004,21.88645,-159.52735,2018,7,18,21,52,0
111,18.07.2018 21:51,4.64569985,151.014,19.07.2018 07:51,27.777,132.856,54.166,829,27.811,61.314,38.758,1413,351,543,46.667,23,38.94099237,1025.305599,4.639678631,107.0643649,21.88645,-159.52735,2018,7,18,21,51,0
112,18.07.2018 21:51,4.65047825,151.062,19.07.2018 07:51,27.763,123.784,50.455,829,27.801,61.306,38.76,1413,347,539,46.715,23,38.94300181,1025.310429,4.644450823,99.75030603,21.88645,-159.52735,2018,7,18,21,51,0
113,18.07.2018 21:52,4.77173015,152.28,19.07.2018 07:52,27.748,110.918,45.198,829,27.781,61.308,38.778,1413,344,540,47.933,23,38.96108661,1025.331113,4.76554368,89.37168284,21.88645,-159.52735,2018,7,18,21,52,0
